,state,order_type,open_time,open_price,close_time,close_price,exit_type,macd_value_at_sell,signal_value_at_sell,histogram,volume,buy_sma_greater_ema,profit,pnl,trade_type
0,closed,sell,2016-03-24 09:00:00,1.32448,2016-03-24 12:00:00,1.32538,stop_loss,0.003580539500866564,0.003616313876548783,-3.5774375682218976e-05,2442,False,-89.99999999999008,-89.99999999999008,loss
1,closed,sell,2016-03-24 14:00:00,1.32635,2016-03-24 17:00:00,1.3272499999999998,stop_loss,0.0034168655933155545,0.0035530786686268846,-0.00013621307531133013,6172,False,-89.99999999999008,-179.99999999998016,loss
2,closed,sell,2016-04-22 06:00:00,1.27031,2016-04-22 09:00:00,1.27121,stop_loss,0.0012451865570224374,0.0013677572447593673,-0.00012257068773692992,3062,False,-89.99999999999008,-269.9999999999702,loss
3,closed,sell,2016-05-05 02:00:00,1.28614,2016-05-05 06:00:00,1.28459,profit_on_bullish_trend,0.005278865380144104,0.005374232295342389,-9.536691519828472e-05,4336,False,155.00000000001623,-114.99999999995399,profit
4,closed,sell,2016-06-27 09:00:00,1.30456,2016-06-27 13:00:00,1.30037,profit_on_bullish_trend,0.003989054475813436,0.004057566125652567,-6.851164983913069e-05,3659,True,418.9999999999916,304.00000000003763,profit
5,closed,sell,2016-07-26 03:00:00,1.32225,2016-07-26 07:00:00,1.32096,profit_on_bullish_trend,0.0022185679021031746,0.0022326868399934916,-1.4118937890317089e-05,1602,False,129.00000000000134,433.000000000039,profit
6,closed,sell,2016-08-22 13:00:00,1.291,2016-08-22 16:00:00,1.2918999999999998,stop_loss,0.00210173802227831,0.0022094932625554274,-0.00010775524027711739,4778,False,-89.99999999999008,343.0000000000489,loss
7,closed,sell,2016-08-30 15:00:00,1.30372,2016-08-30 18:00:00,1.30462,stop_loss,0.0009970612583098948,0.001008802914807969,-1.1741656498074227e-05,5542,True,-89.99999999999008,253.0000000000588,loss
8,closed,sell,2016-09-12 08:00:00,1.30651,2016-09-12 11:00:00,1.30741,stop_loss,0.00333410617758223,0.0033693908612606304,-3.528468367840036e-05,2410,False,-89.99999999999008,163.00000000006872,loss
9,closed,sell,2016-09-12 17:00:00,1.31019,2016-09-12 21:00:00,1.30532,profit_on_bullish_trend,0.0032293173208410852,0.0032957178554993954,-6.640053465831013e-05,10700,False,486.999999999993,650.0000000000617,profit
10,closed,sell,2016-09-14 03:00:00,1.31577,2016-09-14 07:00:00,1.31496,profit_on_bullish_trend,0.0027181147813204465,0.0027464232603712046,-2.8308479050758156e-05,2720,False,81.00000000001995,731.0000000000816,profit
11,closed,sell,2016-09-15 00:00:00,1.31931,2016-09-15 04:00:00,1.31975,loss_on_bullish_trend,0.0016780565382139567,0.0017049261156189864,-2.6869577405029717e-05,2441,True,-43.999999999999595,687.0000000000821,loss
12,closed,sell,2016-10-21 09:00:00,1.32412,2016-10-21 12:00:00,1.3250199999999999,stop_loss,0.0025124867730592637,0.00256114820355725,-4.866143049798641e-05,2650,False,-89.99999999999008,597.000000000092,loss
13,closed,sell,2016-10-24 05:00:00,1.33575,2016-10-24 09:00:00,1.33473,profit_on_bullish_trend,0.0033618482716928355,0.003368418661042649,-6.570389349813688e-06,3576,False,102.00000000000209,699.000000000094,profit
14,closed,sell,2016-12-20 05:00:00,1.34078,2016-12-20 09:00:00,1.34136,loss_on_bullish_trend,0.0015806480080819973,0.0016077479285638442,-2.7099920481846824e-05,4248,False,-58.000000000002494,641.0000000000915,loss
15,closed,sell,2016-12-28 07:00:00,1.35725,2016-12-28 11:00:00,1.35789,loss_on_bullish_trend,0.0013237252760864848,0.0013568057033934353,-3.308042730695046e-05,4290,False,-63.99999999999739,577.0000000000941,loss
16,closed,sell,2017-01-19 09:00:00,1.3259,2017-01-19 12:00:00,1.3268,stop_loss,0.004402630307212219,0.004424448607228399,-2.181830001618014e-05,4133,False,-89.99999999999008,487.000000000104,loss
17,closed,sell,2017-02-07 04:00:00,1.30918,2017-02-07 07:00:00,1.31008,stop_loss,0.0016643634264694729,0.001684811607963485,-2.0448181494012044e-05,3348,False,-89.99999999999008,397.0000000001139,loss
18,closed,sell,2017-02-07 19:00:00,1.31657,2017-02-07 23:00:00,1.31671,loss_on_bullish_trend,0.002800262175110868,0.002896418217458562,-9.615604234769395e-05,7538,False,-14.000000000002899,383.000000000111,loss
19,closed,sell,2017-02-28 10:00:00,1.31713,2017-02-28 13:00:00,1.3180299999999998,stop_loss,0.0017599234964913446,0.0018357970063633833,-7.587350987203864e-05,4859,False,-89.99999999999008,293.00000000012096,loss
20,closed,sell,2017-03-01 09:00:00,1.33139,2017-03-01 12:00:00,1.33229,stop_loss,0.0035412632761455676,0.0036207693957846705,-7.95061196391029e-05,3821,False,-89.99999999999008,203.00000000013088,loss
21,closed,sell,2017-03-09 07:00:00,1.3496,2017-03-09 10:00:00,1.3504999999999998,stop_loss,0.0018956199344593028,0.001928932832213518,-3.331289775421534e-05,3467,False,-89.99999999999008,113.0000000001408,loss
22,closed,sell,2017-04-04 05:00:00,1.33838,2017-04-04 08:00:00,1.3392799999999998,stop_loss,0.0014915043612324652,0.0015190223301693863,-2.7517968936921055e-05,15793,False,-89.99999999999008,23.00000000015072,loss
23,closed,sell,2017-04-19 04:00:00,1.33892,2017-04-19 07:00:00,1.33982,stop_loss,0.0016931602548218017,0.0016938891674167025,-7.289125949008768e-07,8104,False,-89.99999999999008,-66.99999999983936,loss
24,closed,sell,2017-04-20 04:00:00,1.34792,2017-04-20 08:00:00,1.34756,profit_on_bullish_trend,0.0026081354951594804,0.0026334647316355246,-2.532923647604419e-05,9734,False,35.999999999991594,-30.999999999847766,profit
25,closed,sell,2017-08-07 20:00:00,1.268,2017-08-08 00:00:00,1.26743,profit_on_bullish_trend,0.0018462436793327264,0.001849927470331757,-3.6837909990305832e-06,2887,True,56.99999999999594,26.000000000148177,profit
26,closed,sell,2017-08-31 09:00:00,1.26472,2017-08-31 13:00:00,1.26317,profit_on_bullish_trend,0.0028340095038610347,0.002851239025540261,-1.722952167922641e-05,2701,False,155.00000000001623,181.0000000001644,profit
27,closed,sell,2017-09-19 11:00:00,1.22949,2017-09-19 15:00:00,1.22935,profit_on_bullish_trend,0.0025910819934340523,0.002640221235609668,-4.9139242175615626e-05,5734,False,14.000000000002899,195.0000000001673,profit
28,closed,sell,2017-10-17 00:00:00,1.25153,2017-10-17 03:00:00,1.25243,stop_loss,0.0011113480026114786,0.0011874941666857007,-7.614616407422212e-05,2124,False,-89.99999999999008,105.00000000017721,loss
29,closed,sell,2017-10-26 07:00:00,1.27879,2017-10-26 10:00:00,1.27969,stop_loss,0.0028476641457073626,0.003074166751415052,-0.00022650260570768925,2096,False,-89.99999999999008,15.000000000187129,loss
30,closed,sell,2017-10-27 04:00:00,1.28579,2017-10-27 07:00:00,1.28669,stop_loss,0.0023074097664856907,0.0023117274189517335,-4.3176524660427755e-06,3438,True,-89.99999999999008,-74.99999999980295,loss
31,closed,sell,2017-10-27 09:00:00,1.28684,2017-10-27 13:00:00,1.28691,loss_on_bullish_trend,0.0022239091692355384,0.00228875016948074,-6.48410002452018e-05,3374,False,-7.0000000000014495,-81.9999999998044,loss
32,closed,sell,2017-10-27 14:00:00,1.28782,2017-10-27 17:00:00,1.2887199999999999,stop_loss,0.0020020700485678944,0.002175059042579412,-0.00017298899401151742,5765,False,-89.99999999999008,-171.99999999979448,loss
33,closed,sell,2017-11-14 10:00:00,1.27434,2017-11-14 14:00:00,1.27289,profit_on_bullish_trend,0.0011177027825397534,0.001137527174093143,-1.9824391553389638e-05,4805,False,144.99999999999514,-26.999999999799343,profit
34,closed,sell,2017-11-30 05:00:00,1.2861,2017-11-30 09:00:00,1.28592,profit_on_bullish_trend,0.0014556531780429705,0.0015206044389308344,-6.495126088786399e-05,3832,False,18.0000000000069,-8.999999999792443,profit
35,closed,sell,2017-12-07 14:00:00,1.28262,2017-12-07 17:00:00,1.28352,stop_loss,0.0027119137373539104,0.002783464444006609,-7.155070665269868e-05,3455,False,-89.99999999999008,-98.99999999978252,loss
36,closed,sell,2018-02-06 08:00:00,1.25414,2018-02-06 12:00:00,1.25259,profit_on_bullish_trend,0.00367176641706779,0.003680245081038789,-8.478663970998973e-06,8759,False,154.99999999999403,56.000000000211514,profit
37,closed,sell,2018-02-08 07:00:00,1.25629,2018-02-08 10:00:00,1.2571899999999998,stop_loss,0.001218502382050346,0.0012783361317023243,-5.983374965197832e-05,5864,False,-89.99999999999008,-33.99999999977857,loss
38,closed,sell,2018-02-21 09:00:00,1.26484,2018-02-21 12:00:00,1.2657399999999999,stop_loss,0.0019179745524462444,0.001995034045809804,-7.705949336355962e-05,2994,False,-89.99999999999008,-123.99999999976865,loss
39,closed,sell,2018-02-22 11:00:00,1.26973,2018-02-22 15:00:00,1.26947,profit_on_bullish_trend,0.001257707690750287,0.0014168740746507047,-0.00015916638390041761,6647,False,25.999999999992696,-97.99999999977595,profit
40,closed,sell,2018-02-28 10:00:00,1.27694,2018-02-28 14:00:00,1.27696,loss_on_bullish_trend,0.0019438274813967649,0.002147771727395925,-0.00020394424599916002,4563,False,-2.0000000000131024,-99.99999999978905,loss
41,closed,sell,2018-03-01 07:00:00,1.28415,2018-03-01 11:00:00,1.28354,profit_on_bullish_trend,0.0022275255553003692,0.0022479239652668163,-2.0398409966447106e-05,2019,False,60.99999999999994,-38.99999999978911,profit
42,closed,sell,2018-03-06 03:00:00,1.29718,2018-03-06 07:00:00,1.29784,loss_on_bullish_trend,0.0024602597059850684,0.0025357866894739536,-7.552698348888519e-05,5242,False,-66.00000000001049,-104.9999999997996,loss
43,closed,sell,2018-03-14 06:00:00,1.29457,2018-03-14 09:00:00,1.29547,stop_loss,0.0026221030703681425,0.0027003112867737254,-7.820821640558287e-05,2910,False,-89.99999999999008,-194.99999999978968,loss
44,closed,sell,2018-03-16 22:00:00,1.30948,2018-03-19 03:00:00,1.30981,loss_on_bullish_trend,0.0019239627180605012,0.002038632383316073,-0.00011466966525557195,4113,False,-32.999999999994145,-227.99999999978382,loss
45,closed,sell,2018-03-19 06:00:00,1.31033,2018-03-19 09:00:00,1.31123,stop_loss,0.0015991458077286858,0.0017470579842208073,-0.00014791217649212153,3596,False,-89.99999999999008,-317.9999999997739,loss
46,closed,sell,2018-03-19 11:00:00,1.31164,2018-03-19 14:00:00,1.30564,take_profit,0.0015930105359565072,0.001677990795633457,-8.498025967694977e-05,6955,False,600.0000000000006,282.0000000002267,profit
47,closed,sell,2018-04-24 04:00:00,1.2847,2018-04-24 08:00:00,1.28395,profit_on_bullish_trend,0.0027981922027373596,0.002972970018796694,-0.00017477781605933435,2737,False,75.00000000000284,357.00000000022953,profit
48,closed,sell,2018-05-28 02:00:00,1.29723,2018-05-28 05:00:00,1.29813,stop_loss,0.0022775966747390353,0.0023215370995461424,-4.394042480710715e-05,3150,False,-89.99999999999008,267.0000000002394,loss
49,closed,sell,2018-06-15 13:00:00,1.31399,2018-06-15 16:00:00,1.31489,stop_loss,0.003169562567568951,0.0032642924491949484,-9.472988162599746e-05,6723,False,-89.99999999999008,177.00000000024934,loss
50,closed,sell,2018-07-12 09:00:00,1.3201,2018-07-12 13:00:00,1.31991,profit_on_bullish_trend,0.0017667759503452451,0.001828252009317133,-6.14760589718879e-05,2565,False,19.00000000001345,196.0000000002628,profit
51,closed,sell,2018-09-04 02:00:00,1.30906,2018-09-04 05:00:00,1.3099599999999998,stop_loss,0.0014000359111701055,0.0014011006582388017,-1.064747068696241e-06,1043,True,-89.99999999999008,106.0000000002727,loss
52,closed,sell,2018-09-27 18:00:00,1.30667,2018-09-27 22:00:00,1.30409,profit_on_bullish_trend,0.0022053568886644115,0.0022415215393907146,-3.6164650726303125e-05,3634,False,258.0000000000027,364.00000000027535,profit
53,closed,sell,2018-10-04 12:00:00,1.28822,2018-10-04 16:00:00,1.28711,profit_on_bullish_trend,0.0012943132993077366,0.0012972491072737217,-2.9358079659850492e-06,1813,False,110.99999999999443,475.0000000002698,profit
54,closed,sell,2018-10-05 07:00:00,1.29285,2018-10-05 11:00:00,1.29336,loss_on_bullish_trend,0.0016508150788425713,0.0016556015035706,-4.786424728028685e-06,744,False,-51.000000000001044,424.00000000026876,loss
55,closed,sell,2018-10-22 05:00:00,1.31067,2018-10-22 09:00:00,1.3092,profit_on_bullish_trend,0.0013613041493136802,0.0013898318585241266,-2.8527709210446426e-05,1948,False,147.00000000000824,571.0000000002769,profit
56,closed,sell,2018-11-09 16:00:00,1.31821,2018-11-09 19:00:00,1.31911,stop_loss,0.0018227449225285408,0.0018354318311069803,-1.2686908578439515e-05,2976,True,-89.99999999999008,481.00000000028683,loss
57,closed,sell,2018-11-21 08:00:00,1.33009,2018-11-21 12:00:00,1.32827,profit_on_bullish_trend,0.003135423399037718,0.0032215406290912736,-8.611723005355577e-05,1247,False,181.9999999999933,663.0000000002801,profit
58,closed,sell,2018-11-28 05:00:00,1.33022,2018-11-28 09:00:00,1.33056,loss_on_bullish_trend,0.0014732707482514318,0.0014925893192961714,-1.9318571044739646e-05,1228,False,-34.000000000000696,629.0000000002794,loss
59,closed,sell,2018-11-28 15:00:00,1.33182,2018-11-28 18:00:00,1.33272,stop_loss,0.001341738317072405,0.0014112842197041109,-6.954590263170577e-05,1413,True,-89.99999999999008,539.0000000002893,loss
60,closed,sell,2018-12-06 15:00:00,1.34191,2018-12-06 18:00:00,1.3428099999999998,stop_loss,0.003153042061017297,0.0032457224843851027,-9.268042336780559e-05,3458,False,-89.99999999999008,449.0000000002992,loss
61,closed,sell,2019-02-07 13:00:00,1.324,2019-02-07 16:00:00,1.3249,stop_loss,0.0018795590527058703,0.0019946341380377994,-0.0001150750853319291,2493,False,-89.99999999999008,359.0000000003091,loss
62,closed,sell,2019-02-08 07:00:00,1.33194,2019-02-08 11:00:00,1.3313,profit_on_bullish_trend,0.0025857888166695986,0.002618169347990308,-3.2380531320709473e-05,1684,False,63.99999999999739,423.0000000003065,profit
63,closed,sell,2019-02-15 11:00:00,1.33075,2019-02-15 15:00:00,1.32847,profit_on_bullish_trend,0.0010944567372697112,0.0011747168268046266,-8.026008953491547e-05,2272,False,228.00000000000597,651.0000000003124,profit
64,closed,sell,2019-03-04 07:00:00,1.32809,2019-03-04 10:00:00,1.32899,stop_loss,0.0030374289475840754,0.0031011852170407853,-6.375626945670987e-05,1164,False,-89.99999999999008,561.0000000003223,loss
65,closed,sell,2019-03-04 21:00:00,1.33182,2019-03-05 01:00:00,1.33104,profit_on_bullish_trend,0.002284806247254023,0.0024643430861080533,-0.00017953683885403018,2563,False,78.00000000000028,639.0000000003226,profit
66,closed,sell,2019-03-05 14:00:00,1.33366,2019-03-05 17:00:00,1.33456,stop_loss,0.0013575120794271367,0.0013913700719293055,-3.385799250216876e-05,1907,True,-89.99999999999008,549.0000000003325,loss
67,closed,sell,2019-03-06 11:00:00,1.33651,2019-03-06 14:00:00,1.33741,stop_loss,0.0010257306651137998,0.0011535476740240122,-0.00012781700891021232,2305,True,-89.99999999999008,459.0000000003424,loss
